Year,Geography,data.Offences,data.Age of accused,data.Sex of accused,Value
2014/2015,Northwest Territories,data.Crimes against property,data.Total - age of accused,data.Sex unknown,78.0
2015/2016,Northwest Territories,data.Crimes against property,data.Total - age of accused,data.Sex unknown,85.0
2016/2017,Northwest Territories,data.Crimes against property,data.Total - age of accused,data.Sex unknown,107.0
2017/2018,Northwest Territories,data.Crimes against property,data.Total - age of accused,data.Sex unknown,134.0
2018/2019,Northwest Territories,data.Crimes against property,data.Total - age of accused,data.Sex unknown,113.0
2014/2015,Northwest Territories,data.Crimes against property,data.18 to 24 years,data.Total - sex of accused,54.0
2015/2016,Northwest Territories,data.Crimes against property,data.18 to 24 years,data.Total - sex of accused,0.0
2016/2017,Northwest Territories,data.Crimes against property,data.18 to 24 years,data.Total - sex of accused,0.0
2017/2018,Northwest Territories,data.Crimes against property,data.18 to 24 years,data.Total - sex of accused,0.0
2018/2019,Northwest Territories,data.Crimes against property,data.18 to 24 years,data.Total - sex of accused,0.0
2014/2015,Northwest Territories,data.Crimes against property,data.18 to 24 years,Males,11.0
2015/2016,Northwest Territories,data.Crimes against property,data.18 to 24 years,Males,0.0
2016/2017,Northwest Territories,data.Crimes against property,data.18 to 24 years,Males,0.0
2017/2018,Northwest Territories,data.Crimes against property,data.18 to 24 years,Males,0.0
2018/2019,Northwest Territories,data.Crimes against property,data.18 to 24 years,Males,0.0
2014/2015,Northwest Territories,data.Crimes against property,data.18 to 24 years,Females,204.0
2015/2016,Northwest Territories,data.Crimes against property,data.18 to 24 years,Females,0.0
2016/2017,Northwest Territories,data.Crimes against property,data.18 to 24 years,Females,0.0
2017/2018,Northwest Territories,data.Crimes against property,data.18 to 24 years,Females,0.0
2018/2019,Northwest Territories,data.Crimes against property,data.18 to 24 years,Females,0.0
2014/2015,Northwest Territories,data.Crimes against property,data.18 to 24 years,data.Sex unknown,65.0
2015/2016,Northwest Territories,data.Crimes against property,data.18 to 24 years,data.Sex unknown,0.0
2016/2017,Northwest Territories,data.Crimes against property,data.18 to 24 years,data.Sex unknown,0.0
2017/2018,Northwest Territories,data.Crimes against property,data.18 to 24 years,data.Sex unknown,0.0
2018/2019,Northwest Territories,data.Crimes against property,data.18 to 24 years,data.Sex unknown,0.0
2014/2015,Northwest Territories,data.Crimes against property,25 to 34 years,data.Total - sex of accused,134.0
2015/2016,Northwest Territories,data.Crimes against property,25 to 34 years,data.Total - sex of accused,0.0
2016/2017,Northwest Territories,data.Crimes against property,25 to 34 years,data.Total - sex of accused,0.0
2017/2018,Northwest Territories,data.Crimes against property,25 to 34 years,data.Total - sex of accused,0.0
2018/2019,Northwest Territories,data.Crimes against property,25 to 34 years,data.Total - sex of accused,0.0
2014/2015,Northwest Territories,data.Crimes against property,25 to 34 years,Males,134.0
2015/2016,Northwest Territories,data.Crimes against property,25 to 34 years,Males,0.0
2016/2017,Northwest Territories,data.Crimes against property,25 to 34 years,Males,0.0
2017/2018,Northwest Territories,data.Crimes against property,25 to 34 years,Males,0.0
2018/2019,Northwest Territories,data.Crimes against property,25 to 34 years,Males,0.0
2014/2015,Northwest Territories,data.Crimes against property,25 to 34 years,Females,164.0
2015/2016,Northwest Territories,data.Crimes against property,25 to 34 years,Females,0.0
2016/2017,Northwest Territories,data.Crimes against property,25 to 34 years,Females,0.0
2017/2018,Northwest Territories,data.Crimes against property,25 to 34 years,Females,0.0
2018/2019,Northwest Territories,data.Crimes against property,25 to 34 years,Females,0.0
2014/2015,Northwest Territories,data.Crimes against property,25 to 34 years,data.Sex unknown,140.0
2015/2016,Northwest Territories,data.Crimes against property,25 to 34 years,data.Sex unknown,0.0
2016/2017,Northwest Territories,data.Crimes against property,25 to 34 years,data.Sex unknown,0.0
2017/2018,Northwest Territories,data.Crimes against property,25 to 34 years,data.Sex unknown,0.0
2018/2019,Northwest Territories,data.Crimes against property,25 to 34 years,data.Sex unknown,0.0
2014/2015,Northwest Territories,data.Crimes against property,35 to 44 years,data.Total - sex of accused,80.0
2015/2016,Northwest Territories,data.Crimes against property,35 to 44 years,data.Total - sex of accused,0.0
2016/2017,Northwest Territories,data.Crimes against property,35 to 44 years,data.Total - sex of accused,0.0
2017/2018,Northwest Territories,data.Crimes against property,35 to 44 years,data.Total - sex of accused,0.0
2018/2019,Northwest Territories,data.Crimes against property,35 to 44 years,data.Total - sex of accused,0.0
2014/2015,Northwest Territories,data.Crimes against property,35 to 44 years,Males,80.0
2015/2016,Northwest Territories,data.Crimes against property,35 to 44 years,Males,0.0
2016/2017,Northwest Territories,data.Crimes against property,35 to 44 years,Males,0.0
2017/2018,Northwest Territories,data.Crimes against property,35 to 44 years,Males,0.0
2018/2019,Northwest Territories,data.Crimes against property,35 to 44 years,Males,0.0
2014/2015,Northwest Territories,data.Crimes against property,35 to 44 years,Females,109.0
2015/2016,Northwest Territories,data.Crimes against property,35 to 44 years,Females,0.0
2016/2017,Northwest Territories,data.Crimes against property,35 to 44 years,Females,0.0
2017/2018,Northwest Territories,data.Crimes against property,35 to 44 years,Females,0.0
2018/2019,Northwest Territories,data.Crimes against property,35 to 44 years,Females,0.0
2014/2015,Northwest Territories,data.Crimes against property,35 to 44 years,data.Sex unknown,57.0
2015/2016,Northwest Territories,data.Crimes against property,35 to 44 years,data.Sex unknown,0.0
2016/2017,Northwest Territories,data.Crimes against property,35 to 44 years,data.Sex unknown,0.0
2017/2018,Northwest Territories,data.Crimes against property,35 to 44 years,data.Sex unknown,0.0
2018/2019,Northwest Territories,data.Crimes against property,35 to 44 years,data.Sex unknown,0.0
2014/2015,Northwest Territories,data.Crimes against property,45 to 54 years,data.Total - sex of accused,170.0
2015/2016,Northwest Territories,data.Crimes against property,45 to 54 years,data.Total - sex of accused,0.0
2016/2017,Northwest Territories,data.Crimes against property,45 to 54 years,data.Total - sex of accused,0.0
2017/2018,Northwest Territories,data.Crimes against property,45 to 54 years,data.Total - sex of accused,0.0
2018/2019,Northwest Territories,data.Crimes against property,45 to 54 years,data.Total - sex of accused,0.0
2014/2015,Northwest Territories,data.Crimes against property,45 to 54 years,Males,170.0
2015/2016,Northwest Territories,data.Crimes against property,45 to 54 years,Males,0.0
2016/2017,Northwest Territories,data.Crimes against property,45 to 54 years,Males,0.0
2017/2018,Northwest Territories,data.Crimes against property,45 to 54 years,Males,0.0
2018/2019,Northwest Territories,data.Crimes against property,45 to 54 years,Males,0.0
2014/2015,Northwest Territories,data.Crimes against property,45 to 54 years,Females,0.0
2015/2016,Northwest Territories,data.Crimes against property,45 to 54 years,Females,0.0
2016/2017,Northwest Territories,data.Crimes against property,45 to 54 years,Females,0.0
2017/2018,Northwest Territories,data.Crimes against property,45 to 54 years,Females,0.0
2018/2019,Northwest Territories,data.Crimes against property,45 to 54 years,Females,0.0
2014/2015,Northwest Territories,data.Crimes against property,45 to 54 years,data.Sex unknown,0.0
2015/2016,Northwest Territories,data.Crimes against property,45 to 54 years,data.Sex unknown,0.0
2016/2017,Northwest Territories,data.Crimes against property,45 to 54 years,data.Sex unknown,0.0
2017/2018,Northwest Territories,data.Crimes against property,45 to 54 years,data.Sex unknown,0.0
2018/2019,Northwest Territories,data.Crimes against property,45 to 54 years,data.Sex unknown,0.0
2014/2015,Northwest Territories,data.Crimes against property,55 years and over,data.Total - sex of accused,0.0
2015/2016,Northwest Territories,data.Crimes against property,55 years and over,data.Total - sex of accused,0.0
2016/2017,Northwest Territories,data.Crimes against property,55 years and over,data.Total - sex of accused,0.0
2017/2018,Northwest Territories,data.Crimes against property,55 years and over,data.Total - sex of accused,0.0
2018/2019,Northwest Territories,data.Crimes against property,55 years and over,data.Total - sex of accused,0.0
2014/2015,Northwest Territories,data.Crimes against property,55 years and over,Males,0.0
2015/2016,Northwest Territories,data.Crimes against property,55 years and over,Males,0.0
2016/2017,Northwest Territories,data.Crimes against property,55 years and over,Males,0.0
2017/2018,Northwest Territories,data.Crimes against property,55 years and over,Males,0.0
2018/2019,Northwest Territories,data.Crimes against property,55 years and over,Males,0.0
2014/2015,Northwest Territories,data.Crimes against property,55 years and over,Females,0.0
2015/2016,Northwest Territories,data.Crimes against property,55 years and over,Females,0.0
2016/2017,Northwest Territories,data.Crimes against property,55 years and over,Females,0.0
2017/2018,Northwest Territories,data.Crimes against property,55 years and over,Females,0.0
2018/2019,Northwest Territories,data.Crimes against property,55 years and over,Females,0.0
2014/2015,Northwest Territories,data.Crimes against property,55 years and over,data.Sex unknown,0.0
2015/2016,Northwest Territories,data.Crimes against property,55 years and over,data.Sex unknown,0.0
2016/2017,Northwest Territories,data.Crimes against property,55 years and over,data.Sex unknown,0.0
2017/2018,Northwest Territories,data.Crimes against property,55 years and over,data.Sex unknown,0.0
2018/2019,Northwest Territories,data.Crimes against property,55 years and over,data.Sex unknown,0.0
2014/2015,Northwest Territories,data.Administration of justice,data.Total - age of accused,data.Total - sex of accused,64.0
2015/2016,Northwest Territories,data.Administration of justice,data.Total - age of accused,data.Total - sex of accused,76.0
2016/2017,Northwest Territories,data.Administration of justice,data.Total - age of accused,data.Total - sex of accused,77.0
2017/2018,Northwest Territories,data.Administration of justice,data.Total - age of accused,data.Total - sex of accused,85.0
2018/2019,Northwest Territories,data.Administration of justice,data.Total - age of accused,data.Total - sex of accused,92.0
2014/2015,Northwest Territories,data.Administration of justice,data.Total - age of accused,Males,72.0
2015/2016,Northwest Territories,data.Administration of justice,data.Total - age of accused,Males,82.0
2016/2017,Northwest Territories,data.Administration of justice,data.Total - age of accused,Males,74.0
2017/2018,Northwest Territories,data.Administration of justice,data.Total - age of accused,Males,78.0
2018/2019,Northwest Territories,data.Administration of justice,data.Total - age of accused,Males,97.0
2014/2015,Northwest Territories,data.Administration of justice,data.Total - age of accused,Females,43.0
2015/2016,Northwest Territories,data.Administration of justice,data.Total - age of accused,Females,64.0
2016/2017,Northwest Territories,data.Administration of justice,data.Total - age of accused,Females,110.0
2017/2018,Northwest Territories,data.Administration of justice,data.Total - age of accused,Females,90.0
2018/2019,Northwest Territories,data.Administration of justice,data.Total - age of accused,Females,93.0
2014/2015,Northwest Territories,data.Administration of justice,data.Total - age of accused,data.Company,0.0
2015/2016,Northwest Territories,data.Administration of justice,data.Total - age of accused,data.Company,0.0
2016/2017,Northwest Territories,data.Administration of justice,data.Total - age of accused,data.Company,0.0
2017/2018,Northwest Territories,data.Administration of justice,data.Total - age of accused,data.Company,0.0
2018/2019,Northwest Territories,data.Administration of justice,data.Total - age of accused,data.Company,0.0
2014/2015,Northwest Territories,data.Administration of justice,data.Total - age of accused,data.Sex unknown,57.0
2015/2016,Northwest Territories,data.Administration of justice,data.Total - age of accused,data.Sex unknown,73.0
2016/2017,Northwest Territories,data.Administration of justice,data.Total - age of accused,data.Sex unknown,71.0
2017/2018,Northwest Territories,data.Administration of justice,data.Total - age of accused,data.Sex unknown,90.0
2018/2019,Northwest Territories,data.Administration of justice,data.Total - age of accused,data.Sex unknown,80.0
2014/2015,Northwest Territories,data.Administration of justice,data.18 to 24 years,data.Total - sex of accused,10.0
2015/2016,Northwest Territories,data.Administration of justice,data.18 to 24 years,data.Total - sex of accused,0.0
2016/2017,Northwest Territories,data.Administration of justice,data.18 to 24 years,data.Total - sex of accused,0.0
2017/2018,Northwest Territories,data.Administration of justice,data.18 to 24 years,data.Total - sex of accused,0.0
